Ax,Ay,Az,Amag
-1.42,-9.65,0.96,9.81
-1.44,-9.69,0.96,9.84
-1.48,-9.58,0.27,9.70
-1.41,-9.78,1.09,9.94
-1.38,-9.63,0.90,9.77
-1.43,-9.67,1.02,9.82
-1.38,-9.67,1.03,9.82
-1.41,-9.61,0.92,9.76
-1.43,-9.67,0.90,9.82
-1.46,-9.72,1.12,9.90
-1.40,-9.59,0.92,9.74
-1.40,-9.65,0.91,9.79
-1.44,-9.64,0.49,9.76
-1.35,-9.72,1.19,9.88
-1.40,-9.63,0.94,9.77
-1.39,-9.64,0.98,9.79
-1.38,-9.63,0.96,9.77
-1.39,-9.65,0.98,9.80
-1.39,-9.65,1.03,9.80
-1.39,-9.64,1.00,9.79
-1.39,-9.60,0.94,9.74
-1.35,-9.69,1.00,9.84
-1.38,-9.71,1.05,9.86
-1.33,-9.71,0.93,9.85
-1.35,-9.68,0.98,9.82
-1.40,-9.67,0.98,9.82
-1.41,-9.71,0.98,9.87
-1.41,-9.68,1.01,9.84
-1.39,-9.68,1.01,9.83
-1.43,-9.67,1.00,9.83
-1.45,-9.69,0.99,9.84
-1.45,-9.68,1.03,9.84
-1.43,-9.66,0.99,9.82
-1.43,-9.66,0.99,9.81
-1.43,-9.65,1.01,9.81
-1.42,-9.64,0.98,9.80
-1.44,-9.63,0.96,9.79
-1.38,-9.64,1.01,9.79
-1.40,-9.66,1.03,9.82
-1.37,-9.63,1.01,9.78
-1.40,-9.61,1.03,9.77
-1.41,-9.67,1.00,9.83
-1.43,-9.64,1.02,9.80
-1.46,-9.64,1.02,9.80
-1.43,-9.64,0.98,9.80
-1.45,-9.67,1.01,9.83
-1.46,-9.65,0.98,9.80
-1.45,-9.65,1.06,9.81
-1.44,-9.65,1.12,9.82
-1.45,-9.62,1.25,9.81
-1.39,-9.61,1.00,9.76
-1.39,-9.64,0.84,9.78
-1.32,-9.73,0.91,9.86
-1.38,-9.67,1.01,9.82
-1.40,-9.60,0.95,9.75
-1.42,-9.60,1.31,9.79
-1.45,-9.55,1.12,9.73
-1.47,-9.64,1.02,9.80
-1.48,-9.66,0.98,9.82
-1.45,-9.67,0.85,9.82
-1.39,-9.59,0.87,9.73
-1.41,-9.69,1.15,9.86
-1.40,-9.63,0.95,9.78
