Ax,Ay,Az,Amag
-0.16,-9.58,2.26,9.84
-0.11,-9.58,2.26,9.84
-0.10,-9.55,2.27,9.82
-0.06,-9.61,2.30,9.88
-0.05,-9.62,2.27,9.88
-0.05,-9.63,2.26,9.89
-0.09,-9.59,2.29,9.86
-0.11,-9.60,2.31,9.87
-0.12,-9.61,2.30,9.88
-0.13,-9.61,2.30,9.88
-0.13,-9.59,2.29,9.86
-0.14,-9.58,2.29,9.85
-0.12,-9.57,2.23,9.83
-0.08,-9.58,2.24,9.84
-0.11,-9.58,2.22,9.84
-0.16,-9.54,2.21,9.80
-0.15,-9.54,2.21,9.79
-0.16,-9.54,2.23,9.80
-0.13,-9.54,2.26,9.80
-0.13,-9.56,2.28,9.82
-0.13,-9.57,2.26,9.83
-0.10,-9.59,2.28,9.85
-0.11,-9.59,2.28,9.86
-0.09,-9.57,2.30,9.84
-0.09,-9.58,2.30,9.85
-0.07,-9.63,2.29,9.89
-0.11,-9.63,2.33,9.91
-0.12,-9.59,2.29,9.86
-0.15,-9.62,2.28,9.89
-0.13,-9.60,2.25,9.86
-0.15,-9.59,2.23,9.84
-0.17,-9.58,2.26,9.84
-0.15,-9.62,2.24,9.88
-0.13,-9.60,2.26,9.87
-0.13,-9.59,2.28,9.86
-0.12,-9.58,2.25,9.84
-0.10,-9.59,2.23,9.85
-0.08,-9.59,2.24,9.85
-0.09,-9.57,2.22,9.83
-0.08,-9.56,2.24,9.82
-0.12,-9.57,2.23,9.83
-0.12,-9.56,2.22,9.81
-0.14,-9.56,2.21,9.81
-0.10,-9.57,2.22,9.83
-0.12,-9.57,2.23,9.83
-0.10,-9.57,2.25,9.83
-0.09,-9.57,2.23,9.82
-0.08,-9.61,2.27,9.88
-0.11,-9.61,2.25,9.87
-0.08,-9.63,2.27,9.89
-0.12,-9.61,2.29,9.88
-0.10,-9.60,2.30,9.87
-0.09,-9.60,2.30,9.87
-0.10,-9.60,2.27,9.87
-0.08,-9.58,2.27,9.85
-0.05,-9.57,2.24,9.83
-0.09,-9.55,2.23,9.80
-0.12,-9.54,2.24,9.81
-0.13,-9.52,2.25,9.78
-0.16,-9.51,2.24,9.77
-0.15,-9.57,2.27,9.84
-0.12,-9.56,2.27,9.82
-0.10,-9.62,2.27,9.89
-0.12,-9.60,2.27,9.86
-0.11,-9.62,2.26,9.88
-0.11,-9.61,2.27,9.88
-0.09,-9.62,2.29,9.89
-0.07,-9.61,2.26,9.87
-0.10,-9.59,2.27,9.85
-0.10,-9.58,2.29,9.85
-0.11,-9.57,2.26,9.83
-0.10,-9.55,2.28,9.82
-0.09,-9.56,2.26,9.82
-0.10,-9.58,2.28,9.85
-0.11,-9.59,2.26,9.85
-0.12,-9.59,2.24,9.85
-0.14,-9.56,2.24,9.82
-0.08,-9.60,2.25,9.86
-0.09,-9.64,2.24,9.90
-0.06,-9.65,2.27,9.92
-0.06,-9.66,2.33,9.94
-0.08,-9.67,2.33,9.95
-0.10,-9.60,2.33,9.88
-0.07,-9.57,2.28,9.83
-0.09,-9.55,2.26,9.81
-0.11,-9.54,2.22,9.79
-0.16,-9.54,2.23,9.80
-0.13,-9.56,2.25,9.82
-0.18,-9.56,2.28,9.83
-0.17,-9.53,2.31,9.81
-0.18,-9.55,2.30,9.83
-0.14,-9.54,2.27,9.81
-0.10,-9.57,2.23,9.82
-0.09,-9.60,2.24,9.86
-0.05,-9.60,2.24,9.85
-0.06,-9.62,2.26,9.89
-0.07,-9.62,2.28,9.88
-0.08,-9.62,2.30,9.89
-0.10,-9.63,2.31,9.90
-0.12,-9.61,2.34,9.90
-0.15,-9.59,2.29,9.86
-0.19,-9.59,2.26,9.86
-0.17,-9.58,2.26,9.85
-0.17,-9.55,2.22,9.81
-0.14,-9.57,2.24,9.83
-0.12,-9.53,2.22,9.79
-0.12,-9.54,2.25,9.81
-0.12,-9.52,2.22,9.78
-0.11,-9.50,2.26,9.76
-0.15,-9.55,2.27,9.81
-0.15,-9.53,2.24,9.79
-0.12,-9.53,2.23,9.79
-0.10,-9.60,2.25,9.86
-0.08,-9.60,2.28,9.87
-0.10,-9.59,2.28,9.86
-0.08,-9.59,2.31,9.87
-0.08,-9.62,2.30,9.90
-0.10,-9.65,2.29,9.91
-0.08,-9.63,2.32,9.91
-0.08,-9.62,2.30,9.89
-0.15,-9.61,2.27,9.88
-0.13,-9.57,2.21,9.82
-0.16,-9.57,2.23,9.83
-0.14,-9.57,2.21,9.82
-0.12,-9.57,2.20,9.83
-0.11,-9.58,2.23,9.83
-0.11,-9.58,2.23,9.83
-0.08,-9.56,2.26,9.82
-0.09,-9.58,2.26,9.84
-0.06,-9.56,2.23,9.82
-0.08,-9.54,2.24,9.80
-0.11,-9.56,2.25,9.82
-0.12,-9.56,2.25,9.82
-0.13,-9.58,2.24,9.83
-0.11,-9.57,2.21,9.83
-0.12,-9.57,2.21,9.83
-0.12,-9.60,2.26,9.86
-0.13,-9.60,2.24,9.85
-0.12,-9.61,2.26,9.88
-0.10,-9.63,2.29,9.90
-0.11,-9.62,2.30,9.89
-0.12,-9.63,2.28,9.90
-0.10,-9.61,2.27,9.88
-0.11,-9.62,2.25,9.88
-0.09,-9.60,2.23,9.86
-0.10,-9.58,2.23,9.83
-0.10,-9.58,2.23,9.84
-0.13,-9.60,2.21,9.85
-0.10,-9.56,2.21,9.81
-0.10,-9.59,2.26,9.85
-0.12,-9.57,2.29,9.84
-0.11,-9.56,2.26,9.83
-0.10,-9.56,2.28,9.83
-0.09,-9.59,2.27,9.85
-0.06,-9.58,2.26,9.84
-0.12,-9.58,2.25,9.84
-0.10,-9.59,2.26,9.85
-0.12,-9.57,2.25,9.83
-0.09,-9.58,2.23,9.84
-0.09,-9.59,2.23,9.85
-0.08,-9.58,2.23,9.84
-0.12,-9.60,2.26,9.86
-0.12,-9.58,2.23,9.84
-0.11,-9.58,2.25,9.84
-0.12,-9.57,2.22,9.83
-0.13,-9.59,2.22,9.84
-0.11,-9.61,2.24,9.87
-0.08,-9.62,2.25,9.88
-0.08,-9.66,2.31,9.93
-0.10,-9.65,2.32,9.93
-0.09,-9.64,2.31,9.91
-0.05,-9.57,2.28,9.84
-0.06,-9.58,2.27,9.84
-0.09,-9.57,2.20,9.82
-0.09,-9.56,2.20,9.81
-0.11,-9.54,2.20,9.80
-0.14,-9.55,2.23,9.81
-0.16,-9.56,2.25,9.82
-0.16,-9.56,2.30,9.84
-0.15,-9.58,2.25,9.84
-0.12,-9.57,2.23,9.82
-0.10,-9.58,2.23,9.83
-0.06,-9.60,2.22,9.85
-0.05,-9.59,2.20,9.84
-0.06,-9.61,2.20,9.86
-0.09,-9.62,2.23,9.88
-0.09,-9.63,2.25,9.89
-0.11,-9.66,2.22,9.91
-0.12,-9.66,2.24,9.92
-0.13,-9.64,2.26,9.90
-0.12,-9.60,2.25,9.86
-0.15,-9.60,2.23,9.85
-0.10,-9.57,2.22,9.83
-0.12,-9.55,2.18,9.79
-0.09,-9.53,2.20,9.78
-0.13,-9.54,2.20,9.79
-0.11,-9.55,2.21,9.80
-0.10,-9.56,2.23,9.82
-0.11,-9.57,2.23,9.82
-0.11,-9.55,2.26,9.82
-0.13,-9.60,2.26,9.86
-0.12,-9.58,2.26,9.84
-0.11,-9.60,2.27,9.86
-0.11,-9.62,2.29,9.89
-0.09,-9.59,2.27,9.85
-0.10,-9.62,2.28,9.88
-0.07,-9.65,2.25,9.90
-0.06,-9.66,2.24,9.92
-0.09,-9.62,2.25,9.88
-0.11,-9.60,2.24,9.86
-0.12,-9.57,2.23,9.82
-0.14,-9.57,2.21,9.82
-0.13,-9.55,2.24,9.81
-0.11,-9.57,2.25,9.83
-0.07,-9.59,2.24,9.85
-0.08,-9.62,2.27,9.88
-0.06,-9.61,2.26,9.87
-0.07,-9.62,2.25,9.88
-0.06,-9.61,2.26,9.87
-0.09,-9.57,2.23,9.83
-0.12,-9.56,2.25,9.82
-0.13,-9.53,2.24,9.79
-0.14,-9.56,2.23,9.81
-0.11,-9.53,2.25,9.80
-0.15,-9.53,2.24,9.79
-0.14,-9.55,2.30,9.82
-0.13,-9.56,2.32,9.84
-0.12,-9.62,2.34,9.90
-0.07,-9.62,2.32,9.89
-0.09,-9.61,2.35,9.89
-0.09,-9.60,2.34,9.88
-0.08,-9.61,2.35,9.90
-0.07,-9.56,2.32,9.84
-0.09,-9.55,2.31,9.82
-0.10,-9.52,2.31,9.80
-0.08,-9.53,2.31,9.81
-0.10,-9.49,2.31,9.77
-0.10,-9.52,2.33,9.80
-0.08,-9.52,2.36,9.81
-0.11,-9.54,2.35,9.82
-0.10,-9.58,2.38,9.87
-0.09,-9.58,2.40,9.88
-0.10,-9.58,2.43,9.88
-0.08,-9.59,2.36,9.88
-0.09,-9.58,2.40,9.88
-0.10,-9.59,2.42,9.89
-0.10,-9.60,2.39,9.89
-0.08,-9.57,2.37,9.85
-0.10,-9.57,2.39,9.87
-0.12,-9.59,2.37,9.88
-0.11,-9.55,2.36,9.84
-0.10,-9.55,2.38,9.84
-0.12,-9.53,2.38,9.82
-0.10,-9.51,2.37,9.80
-0.12,-9.53,2.39,9.82
-0.08,-9.57,2.40,9.86
-0.08,-9.59,2.46,9.90
-0.07,-9.66,2.49,9.97
-0.11,-9.63,2.53,9.95
-0.09,-9.62,2.52,9.94
-0.10,-9.55,2.46,9.86
-0.09,-9.52,2.42,9.82
-0.10,-9.49,2.39,9.78
-0.13,-9.48,2.43,9.79
-0.15,-9.46,2.46,9.77
-0.17,-9.48,2.49,9.80
-0.18,-9.47,2.48,9.79
-0.17,-9.52,2.49,9.84
-0.15,-9.54,2.46,9.85
-0.12,-9.54,2.44,9.85
-0.09,-9.54,2.46,9.85
-0.03,-9.57,2.47,9.89
-0.04,-9.55,2.49,9.87
-0.07,-9.58,2.53,9.91
-0.07,-9.59,2.55,9.92
-0.11,-9.57,2.56,9.91
-0.13,-9.55,2.53,9.88
-0.14,-9.52,2.53,9.86
-0.12,-9.53,2.50,9.86
-0.13,-9.50,2.45,9.82
-0.11,-9.51,2.44,9.81
-0.14,-9.47,2.45,9.78
-0.13,-9.48,2.45,9.80
-0.12,-9.49,2.44,9.79
-0.11,-9.51,2.48,9.83
-0.09,-9.50,2.47,9.82
-0.12,-9.49,2.49,9.81
-0.13,-9.50,2.49,9.82
-0.14,-9.47,2.51,9.80
-0.08,-9.49,2.53,9.82
-0.12,-9.49,2.49,9.82
-0.11,-9.51,2.50,9.83
-0.10,-9.51,2.51,9.83
-0.09,-9.53,2.51,9.86
-0.10,-9.54,2.50,9.87
-0.12,-9.59,2.56,9.92
-0.16,-9.61,2.61,9.96
-0.16,-9.59,2.66,9.95
-0.14,-9.58,2.62,9.94
-0.12,-9.57,2.62,9.92
-0.09,-9.54,2.60,9.89
-0.09,-9.50,2.60,9.85
-0.09,-9.51,2.59,9.85
-0.08,-9.50,2.56,9.84
-0.08,-9.46,2.54,9.80
-0.10,-9.48,2.54,9.82
-0.08,-9.46,2.54,9.80
-0.12,-9.48,2.53,9.81
-0.08,-9.49,2.54,9.83
-0.13,-9.47,2.51,9.80
-0.11,-9.50,2.52,9.83
-0.12,-9.51,2.56,9.85
-0.08,-9.50,2.59,9.84
-0.08,-9.54,2.63,9.90
-0.09,-9.54,2.67,9.90
-0.08,-9.54,2.65,9.90
-0.09,-9.54,2.66,9.90
-0.09,-9.50,2.68,9.88
-0.11,-9.51,2.67,9.88
-0.11,-9.48,2.64,9.84
-0.11,-9.46,2.63,9.82
-0.11,-9.49,2.60,9.84
-0.15,-9.45,2.62,9.81
-0.14,-9.43,2.63,9.79
-0.12,-9.45,2.63,9.81
-0.13,-9.44,2.65,9.81
-0.12,-9.46,2.66,9.83
-0.11,-9.47,2.66,9.84
-0.13,-9.49,2.66,9.85
-0.14,-9.48,2.67,9.85
-0.11,-9.48,2.64,9.85
-0.15,-9.50,2.67,9.87
-0.14,-9.50,2.67,9.87
-0.10,-9.51,2.67,9.88
-0.10,-9.51,2.69,9.88
-0.13,-9.55,2.69,9.92
-0.14,-9.50,2.71,9.88
-0.10,-9.47,2.70,9.85
-0.12,-9.47,2.70,9.85
-0.12,-9.44,2.72,9.82
-0.10,-9.44,2.74,9.83
-0.10,-9.48,2.74,9.87
-0.12,-9.50,2.80,9.91
